text,toxic,source
the only reason this stupidity is allowed to happen is because its federal land .,1,paradetox
this idea seems to be a rather ignorant one .,1,paradetox
up yours you incompetant administrator .,1,paradetox
yes but john this old fart is so much smarter than you can ever be .,1,paradetox
"boy , that kid in cg is some lucky bastard .",1,paradetox
delete the page and shut up,1,paradetox
some people who claim to love wildlife are either lying about it or are just plain stupid .,1,paradetox
i find clough to often be a disrespectful jerk .,1,paradetox
these repubicans are like cannibalistic pirañas .,1,paradetox
lewis now wears a small hat on his fat head .,1,paradetox
"in short , some scumbag got away with robbery .",1,paradetox
the election of van der bellen was a victory for stupidity and cultural suicide .,1,paradetox
that guy knew how to kill commies like nobodys business ! .,1,paradetox
im more likely to switch back to conservative than vote for these clowns .,1,paradetox
wow they must think everybody but them are stupid !,1,paradetox
damn those young mothers driving their children to daycare through the snow drifts .,1,paradetox
yet you supported the buffoon all the time he was one of harpers top cabinet ministers .,1,paradetox
"like willie martinez , youre an idiot .",1,paradetox
"sadly , the gay community , and its lackeys , refuses to accept the evidence .",1,paradetox
many times they just want to validate their stupid actions .,1,paradetox
"jones is a bloated clown who thinks he can buy anything he wants , including popularity .",1,paradetox
the malignant narcissist and mentally deranged sociopath opens his foul mouth and nothing comes out but excrement .,1,paradetox
high profile idiots think they have everything under control .,1,paradetox
"trump is a reckless , ignorant , dishonest man who lacks credibility in america or the world .",1,paradetox
a grown man who sen collins has more principled balls than he does .,1,paradetox
what moral legitimacy has this reprobate and race hustler earned since coming to washington ?,1,paradetox
just another growing symptom of the problems yet to come wholly sanctioned by the idiotdividerinchief .,1,paradetox
"i am reading , slowly , mcmasters dereliction of duty about the damn vietnam war .",1,paradetox
"yeah , this clowns gonna make alberta great again !",1,paradetox
or you lie like a rabid dog .,1,paradetox
two lunatics trying to show whos got the bigger thing !,1,paradetox
"hillary is free , his executive order is screwed , and his appointments have just a few problems .",1,paradetox
"you must have some other enemies , now do yourself a favor and fuck off",1,paradetox
the idiotic arguments that i read here just make me shake my head,1,paradetox
youre an idiot if you think ward beats flake .,1,paradetox
"keep crying me a river , bitch boy .",1,paradetox
oh my just call them rock you idiots !,1,paradetox
this is pure and utter crap !,1,paradetox
they havent even got the balls to publish their blacklist .,1,paradetox
but putin is not a stupid man .,1,paradetox
as useless as a human rights and social justice lawyer masquerading as our minister of environment and climate change .,1,paradetox
your protests are meaningless and pathetic at this point .,1,paradetox
"and yes , he was a dolt .",1,paradetox
harper was great compared to this clown .,1,paradetox
"go take a hike , retard .",1,paradetox
yo whatever i have on my shit leave it alone .,1,paradetox
trump is a compulsive liar and malignant narcissist who serves only himself .,1,paradetox
and why the hell would anyone want to listen to this raving harpie ?,1,paradetox
till then feel free to play your moronic tricks,1,paradetox
"this is why i gave up teaching , because of fucking retards like you !",1,paradetox
justin and his rat pack have an agenda .,1,paradetox
he played you for fools .,1,paradetox
this village is being run by idiots .,1,paradetox
this guy needs to get laid soon .,1,paradetox
the miami relatives and little havana are crazy enough to do this .,1,paradetox
everyone who has ever voted for her should be permanently disenfranchised and sterilized .,1,paradetox
the really dumb electorate is right here how else to explain justin trudeau as pm ?,1,paradetox
"how dare you , filthy nigger , presume to know about the regions history ?",1,paradetox
hell no dont you fucking talk back to me,1,paradetox
"dumb comment , but he quickly recognized his mistake and corrected it .",1,paradetox
you get what you voted for and mother nature has no mercy for fools !,1,paradetox
the adn liberal rag should be embarrassed to publish this crap .,1,paradetox
"so you can choose , fix your shit or we will fix your shit for you .",1,paradetox
were tired of your despicable lies,1,paradetox
at least educate yourself before you show your ignorant envy to the world .,1,paradetox
neither will anything change from this crap .,1,paradetox
a shining beacon of ignorance .,1,paradetox
what a useless clown this man is .,1,paradetox
lets try being intelligent adults here and stop this juvenile crap .,1,paradetox
"omg , you are so far gone its ridiculous !",1,paradetox
this is what happens whens fools send a boy to do a mans job .,1,paradetox
he could be some drunk jerk with a gun .,1,paradetox
"would he have ended these cash for access , buy a political whore events if he wasnt caught ? .",1,paradetox
if you did you wouldnt be post such garbage .,1,paradetox
i am startled by the assertion ththe american voters are just plain stupid .,1,paradetox
waikiki is already destroyed what is a darn sign going to hurt at this point .,1,paradetox
yet ignorant sheep like you ignore such reality .,1,paradetox
gerald you need to stop recycling the same silly post over and over again .,1,paradetox
i dont need to cite each and every fucking word .,1,paradetox
they havent even got the balls to publish their blacklist .,1,paradetox
white trash is hard to qualify with employers insurance companies .,1,paradetox
"of course i feel better not being exposed to filth , tripe and nonsense .",1,paradetox
she was an absolute shrew on the stand !,1,paradetox
"then you will pay for learning how screwed up society actually is , not to mention corrupt .",1,paradetox
high profile idiots think they have everything under control .,1,paradetox
yet you supported the buffoon all the time he was one of harpers top cabinet ministers .,1,paradetox
if we dont get more cops we will have vigilantes and then we are all screwed .,1,paradetox
yes if you have other people to do it idiot .,1,paradetox
just stop stealing our money and do you bloody job .,1,paradetox
"obama has been a total failure , and now looks like a sore loser .",1,paradetox
he is the worst mayor we have ever had !,1,paradetox
your protests are meaningless and pathetic at this point .,1,paradetox
they are the next generation of homeless trash .,1,paradetox
i find clough to often be a disrespectful jerk .,1,paradetox
the second is also untrue to the point of idiocy .,1,paradetox
lewis now wears a small hat on his fat head .,1,paradetox
you know this type of ignorant comment isnt helpful in the least .,1,paradetox
"no , i do not need a hug from a creepy little troll like you .",1,paradetox
go ahead and let it die .,1,paradetox
"are the navigators asleep , or having sex , or something ?",1,paradetox
"this has got to be the stupidest , most corrupt , method of bidding in the history of mankind .",1,paradetox
not one mention of the word idiot .,1,paradetox
trump was an embarrassment to the u,1,paradetox
do what you do and shut up about it !,1,paradetox
"uber , pay your taxes like everybody else and shut up .",1,paradetox
"gay , muslim , nonanglophone , white males might be able to wangle something under the right circumstances .",1,paradetox
generous seperation packages my ass !,1,paradetox
only stupid people would think that .,1,paradetox
yes but john this old fart is so much smarter than you can ever be .,1,paradetox
whats this crap about wishes ?,1,paradetox
as most ( 70 ) of thinking people do not care what these narcissistic morons think .,1,paradetox
some sickos on the left are already blaming trump .,1,paradetox
he is a worthless piece of garbage that should be removed from office as soon as possible .,1,paradetox
these four lane county commissioners are rotten to the core .,1,paradetox
im glad you clowns love the little power trip you get .,1,paradetox
killing the innocent nearly born should be the very last choice .,1,paradetox
your honestly an idiot if you think he will ever see light of day as a freeman again .,1,paradetox
"this is why i gave up teaching , because of fucking retards like you !",1,paradetox
how many niggers does it take to change a light bulb ?,1,paradetox
thats some stupid and hypocritical bullshit .,1,paradetox
so i would presume their use of our tax dollars amount to over a million dollars idiot ! .,1,paradetox
lets try being intelligent adults here and stop this juvenile crap .,1,paradetox
these repubicans are like cannibalistic pirañas .,1,paradetox
he is just one big black talker .,1,paradetox
( not to mention idiots like pelosi .,1,paradetox
he played you for fools .,1,paradetox
this guy is a complete idiot .,1,paradetox
you are sick in the head .,1,paradetox
lewis now wears a small hat on his fat head .,1,paradetox
only stupid people would think that .,1,paradetox
i dont need to cite each and every fucking word .,1,paradetox
human beings are basically fuking idiots !,1,paradetox
i think you are as dumb as a box of hammers and much less useful .,1,paradetox
this is all so ridiculous .,1,paradetox
go after criminals not plants idiots !,1,paradetox
i fuckingg love tacos ! there the fuckingg best bitchh ! 54 now suckk my dick !,1,paradetox
more proof that liberalism might be a mental disorder .,1,paradetox
"did you read the article at all , or are you just another one of the gupta stooges ?",1,paradetox
yet the gm keeps printing this garbage .,1,paradetox
some idiots no longer believe in national sovereignty .,1,paradetox
"if you dont mind , i will just wallow in my own stupidity .",1,paradetox
were tired of your despicable lies,1,paradetox
the fact that we are all going to paying for this gigantic liberal party jerkoff just makes me sick .,1,paradetox
some idiots put that to overshadow the war .,1,paradetox
clicking on the link to this story makes me feel stupid .,1,paradetox
"canada got screwed as a pawn in this , and the eu let it happen .",1,paradetox
im more likely to switch back to conservative than vote for these clowns .,1,paradetox
and other way stupid stuff .,1,paradetox
"lindhouts mother , herself a victim of her daughters stupidity , is only revealing some very questionable rcmp tactics .",1,paradetox
"so theyre busy , busy , busy , trying to find a way to sneak their bullshit past us .",1,paradetox
i wouldnt spend dollar one in that racist hellhole .,1,paradetox
"did you read the article at all , or are you just another one of the gupta stooges ?",1,paradetox
whats this crap about wishes ?,1,paradetox
outsideryou are an idiot to make such an ignorant remark .,1,paradetox
"granted , he made some stupid throws but there is a lot more wrong with the offense than siemian .",1,paradetox
you can have your stinking office building .,1,paradetox
sickening that so many people like this are roaming around freely in our society .,1,paradetox
may i also add that youre a cock and you should find something better to do with your time .,1,paradetox
these four lane county commissioners are rotten to the core .,1,paradetox
you are one hate filled individual pal !,1,paradetox
hope they find them and hang em high .,1,paradetox
this man clearly has deep psychiatric problems .,1,paradetox
i have an excuse to get off my ass and put something on it now .,1,paradetox
yah who do those filthy stinking evil rich people think they are giving away $ 2b ?,1,paradetox
"lets keep defense and the courts , and lose the rest of the garbage .",1,paradetox
good shawn is a crook .,1,paradetox
only stupid people would think that .,1,paradetox
it is a stupid question at the outset !,1,paradetox
i have as much disposable income as these other jerks .,1,paradetox
you seem to be as ignorant as the original commenter so once again who is senator koch from ohio ?,1,paradetox
no ones claiming the defendants dont have dumb tattoos .,1,paradetox
what a chicken crap excuse for a reason .,1,paradetox
you have cold dead hands .,1,paradetox
those damned brilliant russian hackers .,1,paradetox
what do you think about tillerson calling his boss a effing moron ?,1,paradetox
"and youre as smart as a big mouthed , small brained , juvenile .",1,paradetox
"poor people are loathsome fools that dont deserve any healthcare ever , right ?",1,paradetox
"oh those nasty wealthy , what are we at nowtaxation on them ?",1,paradetox
"boy , that kid in cg is some lucky bastard .",1,paradetox
so murkowski and sullivan have been scumbags for years .,1,paradetox
you can always count on the ignorant to display their lack of knowledge .,1,paradetox
why does such a talented player have to be a jerk ?,1,paradetox
if we dont get more cops we will have vigilantes and then we are all screwed .,1,paradetox
only public outcry and the will of the people will get this idiot removed .,1,paradetox
"youre fucked up , leave the god damn article alone .",1,paradetox
you idea about offensive art is dumb and irrelevant .,1,paradetox
time for a change in our tolerance for this trash .,1,paradetox
this is pure and utter crap !,1,paradetox
"not a personal attack , you sensitive moron .",1,paradetox
"true because the real criminal is the idiot leaving work early , not the armed robber or serial rapist .",1,paradetox
at least educate yourself before you show your ignorant envy to the world .,1,paradetox
thank you for taking the time to display for all your riveting ignorance .,1,paradetox
"that is a clear reference to your monster man , trump .",1,paradetox
and declaring after the french debate is pathetic .,1,paradetox
and then we have the real morons who think the punk who attacked the cop in ferguson was innocent .,1,paradetox
"i was just feeding him back his own , hypocritically selfrighteous words .",1,paradetox
its bad enough having that fool hholt1 doing it .,1,paradetox
really other people have been harassing me like styrofoam1994 who called me a dick head .,1,paradetox
sickening that so many people like this are roaming around freely in our society .,1,paradetox
"so , whose the fool now ?",1,paradetox
the president is a clown .,1,paradetox
time for these clowns to retire .,1,paradetox
"so you can choose , fix your shit or we will fix your shit for you .",1,paradetox
get a clue before you make stupid comments .,1,paradetox
the valley is a st hole of losers with most who are playing with a half pack of cards .,1,paradetox
and i doubt the pathetic chinese navy could even beat the canadian navy .,1,paradetox
"that is a clear reference to your monster man , trump .",1,paradetox
micronesians are being treated like cockroach families ? .,1,paradetox
in response to your last paragraph rubbish .,1,paradetox
they will regard him as a childish buffoon that has to be handle carefully .,1,paradetox
dont you have a brain ?,1,paradetox
government sucks the life out of an economy .,1,paradetox
dont listen to this troll .,1,paradetox
im glad you clowns love the little power trip you get .,1,paradetox
"play stupid games , this is what happens .",1,paradetox
you can have your stinking office building .,1,paradetox
apparently the zobell ( sp ) decision does not matter to this fool .,1,paradetox
maybe these woman should take thier marches to sa or iran where real crap against woman actually exists .,1,paradetox
"clinton is a loser , twice .",1,paradetox
but you are okay with a mad man like assad using sarin gas on its own citizens .,1,paradetox
"theyre both megalomaniac jerks , among other things .",1,paradetox
his daughters crappy clothes the ratings of his former crappy tv show etc .,1,paradetox
"zuma didnt do all this on his own , he had the willing support of these clowns .",1,paradetox
"( and , the fools voted for him .",1,paradetox
just look at the browns and the rest of their trash family .,1,paradetox
the mentally deficient shmuck couldnt care less .,1,paradetox
"ppl posting why aint the trible doing this , doing that annoying fucks .",1,paradetox
let him continue in this vein until he has enough rope to hang himself .,1,paradetox
"there are three kinds of lies : lies , damned lies and statistics .",1,paradetox
maybe go back to prison chicken shit .,1,paradetox
another useless thief exited from society .,1,paradetox
"clinton is a loser , twice .",1,paradetox
"only an idiot , and apparently the globe , would take a nik nanos poll at face value .",1,paradetox
what a pathetic and immature perspective you have !,1,paradetox
shows you how screwed up the catholic church is .,1,paradetox
this piece of crap needs to be kept away from animals and the public in general .,1,paradetox
youre an obscene person and you should be banned .,1,paradetox
drumpfs deplorables think anyone who is not white is definitely illegal .,1,paradetox
"there is a reason europe is going to hell in a hand basket , good luck with that .",1,paradetox
"oh , you must be republican who feels people are too stupid to run their own lives .",1,paradetox
you think you are being clever when in fact you are showing ignorance .,1,paradetox
"this is all coming out of our darned pockets , and i am not confident !",1,paradetox
what happened to the function that allowed readers to ignore idiotic and offensive posters on gm comment boards ?,1,paradetox
no good bastards that we are and we are unrepentant about it .,1,paradetox
wtf is wrong with people ?,1,paradetox
who gives a rats ass how fish and game is done now and then ?,1,paradetox
go ahead and let it die .,1,paradetox
"you realize thats stupid , dont you ?",1,paradetox
as ive said before youre an idiot .,1,paradetox
"so theyre busy , busy , busy , trying to find a way to sneak their bullshit past us .",1,paradetox
any fool will be able to understand that one .,1,paradetox
you know damn well i didnt do jack shit .,1,paradetox
please include all the crap the democrat party get away with as well .,1,paradetox
brown is essentially getting paid to abuse multiple women .,1,paradetox
"why the fuck do you hate me , butters is a main character .",1,paradetox
quit hiding behind your little computer screen typing away like you know what your talking about you pathetic pansey !,1,paradetox
"he traveled to amarillo , from alaska , and proceeded to make an arse of himself .",1,paradetox
president malignant narcissist to you !,1,paradetox
"you are a moronic trumponian mark wanted a true conservative candidate , which is not trump .",1,paradetox
your comment is the dumb one .,1,paradetox
why why why such dumb comments .,1,paradetox
these are a part of the segment of muslims who are radical extreme muslim terrorists .,1,paradetox
tell them all to stock it in their butt .,1,paradetox
this guy is dumb as a post .,1,paradetox
albert araklien : cant tell if your post is sarcasm or stupidity .,1,paradetox
every time you flag the post like a coward you make my point .,1,paradetox
i guess the ontario liberals and alberta ndp share stupid ideas .,1,paradetox
"jeez , our voters vote in some stupid people .",1,paradetox
you can have your stinking office building .,1,paradetox
go after criminals not plants idiots !,1,paradetox
history is doomed to be repeated when fools like yourself ignore whats happening .,1,paradetox
"what a ridiculous , cruel bureaucratic joke .",1,paradetox
your an antiamerican moron if you cant see what is happening here .,1,paradetox
which part is the ignorant section ?,1,paradetox
it would be stupid not to .,1,paradetox
"hillary is free , his executive order is screwed , and his appointments have just a few problems .",1,paradetox
yes if you have other people to do it idiot .,1,paradetox
this clown is in way over his head and needs to go .,1,paradetox
justin and his rat pack have an agenda .,1,paradetox
your honestly an idiot if you think he will ever see light of day as a freeman again .,1,paradetox
how can students of colour be expected to learn in such a toxic environment of white supremacy ?,1,paradetox
just too bad there isnt some way to weed out the idiots .,1,paradetox
you mean like denis coderre dumb ?,1,paradetox
let him continue in this vein until he has enough rope to hang himself .,1,paradetox
without those controls youd be sucking in acid rain .,1,paradetox
i dont give a shit about your rules .,1,paradetox
he is a worthless piece of garbage that should be removed from office as soon as possible .,1,paradetox
when is near future for these clowns ?,1,paradetox
how stupid was this guy to set up shop before the sale of pot becomes legal ?,1,paradetox
these are a part of the segment of muslims who are radical extreme muslim terrorists .,1,paradetox
"go take a hike , retard .",1,paradetox
"sorry kelly , we dont want you or your filthy coal up here in canada .",1,paradetox
the idiotic arguments that i read here just make me shake my head,1,paradetox
who the boofhead are you fuck wit bainyrues,1,paradetox
some idiots no longer believe in national sovereignty .,1,paradetox
"are the navigators asleep , or having sex , or something ?",1,paradetox
the three quarters of the electorate who didnt vote for these fools ?,1,paradetox
you have cold dead hands .,1,paradetox
shit comes out of assholes .,1,paradetox
he led an empty and pathetic life .,1,paradetox
he is just one big black talker .,1,paradetox
fired over a stupid joke .,1,paradetox
"unkind , uncharitable , mean , small minded , lacking in comency .",1,paradetox
lets import the syrian rapists in germany first .,1,paradetox
they are as homophobic as i am !,1,paradetox
"its true , part of browns penis was placed in victorias coffin .",1,paradetox
i am sorry that you live next to a idiot .,1,paradetox
many times they just want to validate their stupid actions .,1,paradetox
you know damn well i didnt do jack shit .,1,paradetox
now he we could only figure who those darn neonazis support .,1,paradetox
some people who claim to love wildlife are either lying about it or are just plain stupid .,1,paradetox
they will regard him as a childish buffoon that has to be handle carefully .,1,paradetox
"sorry kelly , we dont want you or your filthy coal up here in canada .",1,paradetox
as ive said before youre an idiot .,1,paradetox
get your lazy commie ass back here !,1,paradetox
will never willingly watch that crap ever again .,1,paradetox
you cant buy everything on amazon many people would be too dumb to use it .,1,paradetox
you cant buy everything on amazon many people would be too dumb to use it .,1,paradetox
you know damn well i didnt do jack shit .,1,paradetox
both pence and trump are evil .,1,paradetox
the saudi royalsbe stupid but i dont believe the saudis do not have good advisers .,1,paradetox
"party voters like ignorant puppets , and guess what ?",1,paradetox
trump is a pile of garbage .,1,paradetox
"hes a killer , though , mr .",1,paradetox
youre nothing to me motherfcker .,1,paradetox
"dear alaexis , this kid is an asshole , does not understand anything , an idiot .",1,paradetox
was it trumps fault that john podesta was dumb enough to bite on a fishing email ?,1,paradetox
yah who do those filthy stinking evil rich people think they are giving away $ 2b ?,1,paradetox
the really dumb electorate is right here how else to explain justin trudeau as pm ?,1,paradetox
"unfortunately , it will be hawaii that pays , not this fool .",1,paradetox
you arent smart enough to understand humor .,1,paradetox
i find clough to often be a disrespectful jerk .,1,paradetox
only to replaced by another braindead consensus .,1,paradetox
"don young , liar and scammer .",1,paradetox
"we are not totally stupid , we know she works for cnn .",1,paradetox
"just not some people , like this rich jerk .",1,paradetox
this is what happens whens fools send a boy to do a mans job .,1,paradetox
the lot of them are not worthy of respect and should be driven from the communityent people .,1,paradetox
trump is a liar and a psychotic .,1,paradetox
the problem is that their management is so ridiculously incompetent .,1,paradetox
"your comment is disgusting , but more than that , its unchristian .",1,paradetox
now to digest it for you the above sentence ( quoted ) is downright stupid .,1,paradetox
now he we could only figure who those darn neonazis support .,1,paradetox
call it the final stupidity .,1,paradetox
"uber , pay your taxes like everybody else and shut up .",1,paradetox
someone should tell this jackass that loose lips sink ships .,1,paradetox
quite frankly people like you are dinosaurs with no vision .,1,paradetox
just stop stealing our money and do you bloody job .,1,paradetox
this diseased sob needs to be silenced for all of eternity,1,paradetox
"and youre as smart as a big mouthed , small brained , juvenile .",1,paradetox
"this is why i gave up teaching , because of fucking retards like you !",1,paradetox
wtf is wrong with people ?,1,paradetox
i didnt vote for the liar,1,paradetox
the crisis of opioid deaths is a direct result of the stupid and corrupt policy of prohibition .,1,paradetox
"again , more silly liberal games .",1,paradetox
"an armed society is a sick , dangerous , often accidentally shot society me .",1,paradetox
that filthy little homewrecker has some nerve to cop such an attitude .,1,paradetox
and why the hell would anyone want to listen to this raving harpie ?,1,paradetox
we are stuck with this little bugger for almostmore years .,1,paradetox
good luck wid dat you quer fuking homo .,1,paradetox
its ignorance like yours that is a nightmare,1,paradetox
just another growing symptom of the problems yet to come wholly sanctioned by the idiotdividerinchief .,1,paradetox
"hey , ipadperson , please try to keep fuck etc out of edit summaries .",1,paradetox
this is all so ridiculous .,1,paradetox
lets educate another idiot libtard .,1,paradetox
hilary clinton is a horrible person .,1,paradetox
"i know , im a horrible bigoted , murdering oppressor by right of birth .",1,paradetox
he is corrupt which is unusual for a democrat .,1,paradetox
oh ok fuck you asshole die im going to kill you,1,paradetox
absolutely the most fucking horrible film ever .,1,paradetox
after seeing shit like this i expected you to be some throwaway sock puppet .,1,paradetox
the garbage that is being created by cnn and other news agencies is outrageous .,1,paradetox
fired over a stupid joke .,1,paradetox
and his parents are worse .,1,paradetox
"100,000 people paid money to watch this garbage .",1,paradetox
it is easy to spot those racist idiots .,1,paradetox
gerald you need to stop recycling the same silly post over and over again .,1,paradetox
we face a tidal wave of aggressive and impatient and ignorant drivers .,1,paradetox
"who cares loser lib troll , they are all so pathetic and incompetent and corrupt they should resign period",1,paradetox
he appears to thrive on this stuff and often makes the media look like fools .,1,paradetox
they do the same with the clown .,1,paradetox
"yo ed , you are an infidel .",1,paradetox
every vote for trump enabled a pervert .,1,paradetox
history is doomed to be repeated when fools like yourself ignore whats happening .,1,paradetox
really other people have been harassing me like styrofoam1994 who called me a dick head .,1,paradetox
my first thought was to fry all the people involved .,1,paradetox
ignorant of the most basic aspects of canadian history .,1,paradetox
good luck wid dat you quer fuking homo .,1,paradetox
lock up wynne before she throws away more money to cheats and professional beggars .,1,paradetox
your protests are meaningless and pathetic at this point .,1,paradetox
be a lying crook and get rewarded ( insert mulroneys picture ) .,1,paradetox
apparently the zobell ( sp ) decision does not matter to this fool .,1,paradetox
"true because the real criminal is the idiot leaving work early , not the armed robber or serial rapist .",1,paradetox
"the stupid one , not me",1,paradetox
what happened to the function that allowed readers to ignore idiotic and offensive posters on gm comment boards ?,1,paradetox
